Expected Realization date,Pre Approval Sent Date,Feb Monthly Forecast,May Monthly Forecast,Mar Monthly Forecast,SAP Approval Status,Approval Date,Post Approver (SAP Approver),Invoice Delta,Customer Name,Remarks,Prepared By,Aug Monthly Forecast,Project Status,Column1,Late Payments,Invoice Status,Apr Monthly Forecast,Financial Year,PO Balance Amount,QB Realization Date,Nudging List Status (LYB),PO Amount Consumed,2025 Invoice Details,Approved Date,Formula 1,Month,Post Approval TAT,Formula,Revenue Realised,Name,Managed Services / Staff Org,Formula 2,Effort Approver,Invoiced $Amount,Pay Terms,Realised in Days,Status,Aging,Contracted Revenue (SoW),Revenue Realised Date,Pre Approval Status,Invoice No.,Approval TAT,Pre-Paid TAT,Jul Monthly Forecast,Resource Approval Status,QB Realization Status,SAP Reflection,Effort Approval Status,Jun Monthly Forecast,Submission TAT,Invoice Submission Date,PO Number,Project Master,Reflection TAT,SAP Reflection Date,Taulia - Paid Date,Resource Approver,Jan Monthly Forecast
21 Dec 2025,,,,,,,,,Dell,,,,,,3,,,2025,,24 Dec 2025,,,,,,11_Nov,,,,,,,,"$6,720.00",30,35,Invoice Raised,Between 31 to 45 Days,AMENDMENT NO. 15 TO Dell_Aligned Automation Tech Direct SOW Phase 2-NLP,,,NLPE2-25-004-NOV,,,,,Realised,,,,,20 Nov 2025,,Dell - NLPe (Dev),,,,,
23 Nov 2025,,,,,,,,,Dell,,,,Ongoing,,3,,,2025,,26 Nov 2025,,,,,,10_Oct,,,,,,,,"$29,120.00",30,35,Invoice Raised,Between 31 to 45 Days,AMENDMENT NO. 11 TO Dell_Aligned Automation Tech Direct SOW Phase 2,,,NLPE-25-005-OCT,,,,,Realised,,,,,23 Oct 2025,,Dell - NLPe (Dev),,,,,
24 May 2026,,,,,,,,,Dell,Paid,,,,,4,,,2026,,28 May 2026,,,,,,04_Apr,,,,,,,,"$29,120.00",30,36,Invoice Raised,Between 31 to 45 Days,AMENDMENT NO. 16 TO Dell_Aligned Automation Tech Direct SOW Phase 2-NLP,,,NLPEA16-26-004-APR,,,,,Realised,,,,,23 Apr 2026,PO761759,Dell - NLPe (Dev),,,,,
23 Nov 2025,,,,,,,,,Dell,,,,,,3,,,2025,,26 Nov 2025,,,,,,10_Oct,,,,,,,,"$6,720.00",30,35,Invoice Raised,Between 31 to 45 Days,AMENDMENT NO. 15 TO Dell_Aligned Automation Tech Direct SOW Phase 2-NLP,,,NLPE2-25-003-OCT,,,,,Realised,,,,,23 Oct 2025,,Dell - NLPe (Dev),,,,,
27 Mar 2026,,,,,,,,,Dell,,,,,,0,,,2026,,27 Mar 2026,,,,,,02_Feb,,,,,,,,"$29,120.00",30,32,Invoice Raised,Between 31 to 45 Days,AMENDMENT NO. 16 TO Dell_Aligned Automation Tech Direct SOW Phase 2-NLP,,,NLPEA16-26-002- FEB,,,,,Realised,,,,,24 Feb 2026,PO761759,Dell - NLPe (Dev),,,,,
23 Feb 2026,,,,,,,,,Dell,,,,,,0,,,2026,,23 Feb 2026,,,,,,01_Jan,,,,,,,,"$6,720.00",30,32,Invoice Raised,Between 31 to 45 Days,AMENDMENT NO. 15 TO Dell_Aligned Automation Tech Direct SOW Phase 2-NLP,,,NLPE2-26-001-JAN,,,,,Realised,,,,,23 Jan 2026,PO723286,Dell - NLPe (Dev),,,,,
27 Jul 2025,,,,,,,,,Dell,,,,Ongoing,,2,,,2025,,29 Jul 2025,,,,,,06_Jun,,,,,,,,"$5,712.00",30,34,Invoice Raised,Between 31 to 45 Days,AMENDMENT NO. 11 TO Dell_Aligned Automation Tech Direct SOW Phase 2,,,NLPE-25-001-JUN,,,,,Realised,,,,,26 Jun 2025,,Dell - NLPe (Dev),,,,,
25 Oct 2025,,,,,,,,,Dell,,,,,,3,,,2025,,28 Oct 2025,,,,,,09_Sep,,,,,,,,"$6,720.00",30,35,Invoice Raised,Between 31 to 45 Days,AMENDMENT NO. 15 TO Dell_Aligned Automation Tech Direct SOW Phase 2-NLP,,,NLPE2-25-002-SEPT,,,,,Realised,,,,,24 Sep 2025,,Dell - NLPe (Dev),,,,,
25 Oct 2025,,,,,,,,,Dell,,,,Ongoing,,3,,,2025,,28 Oct 2025,,,,,,09_Sep,,,,,,,,"$29,120.00",30,35,Invoice Raised,Between 31 to 45 Days,AMENDMENT NO. 11 TO Dell_Aligned Automation Tech Direct SOW Phase 2,,,NLPE-25-004-SEPT,,,,,Realised,,,,,24 Sep 2025,,Dell - NLPe (Dev),,,,,
22 Jan 2026,,,,,,,,,Dell,,,,,,12,,,2025,,03 Feb 2026,,,,,,12_Dec,,,,,,,,"$6,720.00",30,44,Invoice Raised,Between 31 to 45 Days,AMENDMENT NO. 15 TO Dell_Aligned Automation Tech Direct SOW Phase 2-NLP,,,NLPE2-25-005-DEC,,,,,Realised,,,,,22 Dec 2025,,Dell - NLPe (Dev),,,,,
21 Dec 2025,,,,,,,,,Dell,,,,Ongoing,,3,,,2025,,24 Dec 2025,,,,,,11_Nov,,,,,,,,"$29,120.00",30,35,Invoice Raised,Between 31 to 45 Days,AMENDMENT NO. 11 TO Dell_Aligned Automation Tech Direct SOW Phase 2,,,NLPE-25-006-NOV,,,,,Realised,,,,,20 Nov 2025,,Dell - NLPe (Dev),,,,,
23 Feb 2026,,,,,,,,,Dell,,,,,,0,,,2026,,23 Feb 2026,,,,,,01_Jan,,,,,,,,"$29,120.00",30,32,Invoice Raised,Between 31 to 45 Days,AMENDMENT NO. 16 TO Dell_Aligned Automation Tech Direct SOW Phase 2-NLP,,,NLPE-26-001-JAN,,,,,Realised,,,,,23 Jan 2026,PO761759,Dell - NLPe (Dev),,,,,
23 Jun 2026,,,,,,,,,Dell,,,,,,,,,2026,,,,,,,,05_May,,,,,,,,"$29,120.00",30,,Invoice Raised,Pending,AMENDMENT NO. 16 TO Dell_Aligned Automation Tech Direct SOW Phase 2-NLP,,,NLPEA16-26-005-MAY,,,,,Pending,,,,,23 May 2026,PO761759,Dell - NLPe (Dev),,,,,
23 Apr 2026,,,,,,,,,Dell,,,,,,1,,,2026,,24 Apr 2026,,,,,,03_Mar,,,,,,,,"$29,120.00",30,33,Invoice Raised,Between 31 to 45 Days,AMENDMENT NO. 16 TO Dell_Aligned Automation Tech Direct SOW Phase 2-NLP,,,NLPEA16-26-003-MAR,,,,,Realised,,,,,23 Mar 2026,PO761759,Dell - NLPe (Dev),,,,,
24 Sep 2025,,,,,,,,,Dell,,,,Ongoing,,1,,,2025,,25 Sep 2025,,,,,,08_Aug,,,,,,,,"$29,120.00",30,33,Invoice Raised,Between 31 to 45 Days,AMENDMENT NO. 11 TO Dell_Aligned Automation Tech Direct SOW Phase 2,,,NLPE-25-003-AUG,,,,,Realised,,,,,24 Aug 2025,,Dell - NLPe (Dev),,,,,
24 Sep 2025,,,,,,,,,Dell,,,,,,1,,,2025,,25 Sep 2025,,,,,,08_Aug,,,,,,,,"$3,024.00",30,33,Invoice Raised,Between 31 to 45 Days,AMENDMENT NO. 15 TO Dell_Aligned Automation Tech Direct SOW Phase 2-NLP,,,NLPE2-25-001-AUG,,,,,Realised,,,,,24 Aug 2025,,Dell - NLPe (Dev),,,,,
09 Feb 2026,,,,,,,,,Dell,,,,Ongoing,,2,,,2025,,11 Feb 2026,,,,,,12_Dec,,,,,,,,"$29,120.00",30,34,Invoice Raised,Between 31 to 45 Days,AMENDMENT NO. 11 TO Dell_Aligned Automation Tech Direct SOW Phase 2,,,NLPE-25-007-DEC,,,,,Realised,,,,,09 Jan 2026,,Dell - NLPe (Dev),,,,,
01 Feb 2026,,,,,,,,,Dell,,,,,,0,,,2026,,30 Jan 2026,,,,,,01_Jan,,,,,,,,"$154,167.00",30,30,Invoice Raised,Between 16 to 30 Days,AMENDMENT NO. 10 TO Dell_Aligned Automation Tech Direct SOW Phase 2-Gen AI,,,GENAID-26-001-JAN,,,,,Realised,,,,,01 Jan 2026,PO675942,Dell - Next Best Action,,,,,
03 Apr 2026,,,,,,,,,Dell,,,,,,3,,,2026,,06 Apr 2026,,,,,,03_Mar,,,,,,,,"$154,166.67",30,35,Invoice Raised,Between 31 to 45 Days,AMENDMENT NO. 10 TO Dell_Aligned Automation Tech Direct SOW Phase 2-Gen AI,,,GENAID-26-003-MAR,,,,,Realised,,,,,03 Mar 2026,PO758876,Dell - Next Best Action,,,,,
19 Jul 2026,,,,,,,,,Dell,,,,,,,,,2026,,,,,,,,06_June,,,,,,,,"$154,166.67",30,,Invoice Raised,Pending,AMENDMENT NO. 10 TO Dell_Aligned Automation Tech Direct SOW Phase 2-Gen AI,,,GENAID-26-006-JUN,,,,,,,,,,18 Jun 2026,PO758876 | U02500000001157,Dell - Next Best Action,,,,,
01 Aug 2025,,,,,,,,,Dell,,,,Ongoing,,0,,,2025,,01 Aug 2025,,,,,,07_Jul,,,,,,,,"$154,167.00",30,32,Invoice Raised,Between 31 to 45 Days,AMENDMENT NO. 10 TO Dell_Aligned Automation Tech Direct SOW Phase 2-Gen AI,,,GENAID-25-006-JUL,,,,,Realised,,,,,01 Jul 2025,,Dell - Next Best Action,,,,,
03 Oct 2025,,,,,,,,,Dell,,,,Ongoing,,3,,,2025,,06 Oct 2025,,,,,,09_Sep,,,,,,,,"$154,167.00",30,35,Invoice Raised,Between 31 to 45 Days,AMENDMENT NO. 10 TO Dell_Aligned Automation Tech Direct SOW Phase 2-Gen AI,,,GENAID-25-008-SEPT,,,,,Realised,,,,,02 Sep 2025,,Dell - Next Best Action,,,,,
17 Mar 2025,,,,,,,,,Dell,,,,Ongoing,,2,,,2025,,19 Mar 2025,,,,,,02_Feb,,,,,,,,"$154,167.00",30,34,Invoice Raised,Between 31 to 45 Days,AMENDMENT NO. 10 TO Dell_Aligned Automation Tech Direct SOW Phase 2-Gen AI,,,GENAID25001FEB,,,,,Realised,,,,,14 Feb 2025,,Dell - Next Best Action,,,,,
01 Apr 2025,,,,,,,,,Dell,,,,Ongoing,,1,,,2025,,02 Apr 2025,,,,,,03_Mar,,,,,,,,"$154,167.00",30,33,Invoice Raised,Between 31 to 45 Days,AMENDMENT NO. 10 TO Dell_Aligned Automation Tech Direct SOW Phase 2-Gen AI,,,GENAID25002MAR,,,,,Realised,,,,,01 Mar 2025,,Dell - Next Best Action,,,,,
01 Jun 2026,,,,,,,,,Dell,Paid,,,,,2,,,2026,,03 Jun 2026,,,,,,05_May,,,,,,,,"$154,166.67",30,34,Invoice Raised,Between 31 to 45 Days,AMENDMENT NO. 10 TO Dell_Aligned Automation Tech Direct SOW Phase 2-Gen AI,,,GENAID-26-005-MAY,,,,,Realised,,,,,01 May 2026,PO758876,Dell - Next Best Action,,,,,
05 Mar 2026,,,,,,,,,Dell,,,,,,0,,,2026,,27 Feb 2026,,,,,,02_Feb,,,,,,,,"$154,166.67",30,26,Invoice Raised,Between 16 to 30 Days,AMENDMENT NO. 10 TO Dell_Aligned Automation Tech Direct SOW Phase 2-Gen AI,,,GENAID-26-002-FEB,,,,,Realised,,,,,02 Feb 2026,PO758876,Dell - Next Best Action,,,,,
19 Jan 2026,,,,,,,,,Dell,,,,Ongoing,,2,,,2025,,21 Jan 2026,,,,,,12_Dec,,,,,,,,"$154,167.00",30,34,Invoice Raised,Between 31 to 45 Days,AMENDMENT NO. 10 TO Dell_Aligned Automation Tech Direct SOW Phase 2-Gen AI,,,GENAID-25-011-DEC,,,,,Realised,,,,,19 Dec 2025,,Dell - Next Best Action,,,,,
03 Jul 2025,,,,,,,,,Dell,,,,Ongoing,,4,,,2025,,07 Jul 2025,,,,,,06_Jun,,,,,,,,"$154,167.00",30,36,Invoice Raised,Between 31 to 45 Days,AMENDMENT NO. 10 TO Dell_Aligned Automation Tech Direct SOW Phase 2-Gen AI,,,GENAID-25-005-JUN,,,,,Realised,,,,,02 Jun 2025,,Dell - Next Best Action,,,,,
03 May 2026,,,,,,,,,Dell,,,,,,3,Paid,,2026,,06 May 2026,,,,,,04_Apr,,,,,,,,"$154,166.67",30,35,Invoice Raised,Between 31 to 45 Days,AMENDMENT NO. 10 TO Dell_Aligned Automation Tech Direct SOW Phase 2-Gen AI,,,GENAID-26-004-APR,,,,,Realised,,,,,02 Apr 2026,PO758876,Dell - Next Best Action,,,,,
03 May 2025,,,,,,,,,Dell,,,,Ongoing,,0,,,2025,,02 May 2025,,,,,,04_Apr,,,,,,,,"$154,167.00",30,31,Invoice Raised,Between 31 to 45 Days,AMENDMENT NO. 10 TO Dell_Aligned Automation Tech Direct SOW Phase 2-Gen AI,,,GENAID-25-003-APR,,,,,Realised,,,,,02 Apr 2025,,Dell - Next Best Action,,,,,
01 Nov 2025,,,,,,,,,Dell,,,,Ongoing,,0,,,2025,,31 Oct 2025,,,,,,10_Oct,,,,,,,,"$154,167.00",30,31,Invoice Raised,Between 31 to 45 Days,AMENDMENT NO. 10 TO Dell_Aligned Automation Tech Direct SOW Phase 2-Gen AI,,,GENAID-25-009-OCT,,,,,Realised,,,,,01 Oct 2025,,Dell - Next Best Action,,,,,
01 Jun 2025,,,,,,,,,Dell,,,,Ongoing,,3,,,2025,,04 Jun 2025,,,,,,05_May,,,,,,,,"$154,167.00",30,35,Invoice Raised,Between 31 to 45 Days,AMENDMENT NO. 10 TO Dell_Aligned Automation Tech Direct SOW Phase 2-Gen AI,,,GENAID25004MAY,,,,,Realised,,,,,01 May 2025,,Dell - Next Best Action,,,,,
04 Dec 2025,,,,,,,,,Dell,,,,Ongoing,,1,,,2025,,05 Dec 2025,,,,,,11_Nov,,,,,,,,"$154,167.00",30,33,Invoice Raised,Between 31 to 45 Days,AMENDMENT NO. 10 TO Dell_Aligned Automation Tech Direct SOW Phase 2-Gen AI,,,GENAID-25-010- NOV,,,,,Realised,,,,,03 Nov 2025,,Dell - Next Best Action,,,,,
02 Sep 2025,,,,,,,,,Dell,,,,Ongoing,,2,,,2025,,04 Sep 2025,,,,,,08_Aug,,,,,,,,"$154,167.00",30,34,Invoice Raised,Between 31 to 45 Days,AMENDMENT NO. 10 TO Dell_Aligned Automation Tech Direct SOW Phase 2-Gen AI,,,GENAID-25-007-AUG,,,,,Realised,,,,,02 Aug 2025,,Dell - Next Best Action,,,,,
19 Jun 2026,,,,,,,,,Dell,,,,,,,,,,,,,,,,,06_June,,,,,,,,"$154,166.67",,,Invoice Raised,Pending,AMENDMENT NO. 10 TO Dell_Aligned Automation Tech Direct SOW Phase 2-Gen AI,,,GENAID-26-006-JUN,,,,,,,,,,18 Jun 2026,PO758876 | U02500000001157,Dell - Next Best Action,,,,,
22 Jun 2025,,,,,,,,,Dell,,,,Ongoing,,0,,,2025,,19 Jun 2025,,,,,,05_May,,,,,,,,"$25,000.00",30,29,Invoice Raised,Between 16 to 30 Days,AMENDMENT NO. 4 - Celonis Consulting Services Dell Digital FY'26_Q2,,,CCS-25-005-MAY,,,,,Realised,,,,,22 May 2025,,Dell - Process Mining,,,,,
23 Aug 2025,,,,,,,,,Dell,,,,Ongoing,,3,,,2025,,26 Aug 2025,,,,,,07_Jul,,,,,,,,"$25,000.00",30,35,Invoice Raised,Between 31 to 45 Days,AMENDMENT NO. 4 - Celonis Consulting Services Dell Digital FY'26_Q2,,,CCS-25-007-JUL,,,,,Realised,,,,,23 Jul 2025,,Dell - Process Mining,,,,,
25 Apr 2025,,,,,,,,,Dell,,,,Completed,,3,,,2025,,28 Apr 2025,,,,,,03_Mar,,,,,,,,"$25,000.00",30,35,Invoice Raised,Between 31 to 45 Days,AMENDMENT NO. 3 - Celonis Consulting Services Dell Digital FY'26_Q1,,,CCS-25-003-MAR,,,,,Realised,,,,,25 Mar 2025,,Dell - Process Mining,,,,,
27 Jul 2025,,,,,,,,,Dell,,,,Ongoing,,0,,,2025,,25 Jul 2025,,,,,,06_Jun,,,,,,,,"$25,000.00",30,30,Invoice Raised,Between 16 to 30 Days,AMENDMENT NO. 4 - Celonis Consulting Services Dell Digital FY'26_Q2,,,CCS-25-006-JUN,,,,,Realised,,,,,26 Jun 2025,,Dell - Process Mining,,,,,
24 May 2025,,,,,,,,,Dell,,,,Completed,,3,,,2025,,27 May 2025,,,,,,04_Apr,,,,,,,,"$25,000.00",30,35,Invoice Raised,Between 31 to 45 Days,AMENDMENT NO. 3 - Celonis Consulting Services Dell Digital FY'26_Q1,,,CCS-25-004-APR,,,,,Realised,,,,,23 Apr 2025,,Dell - Process Mining,,,,,
27 Mar 2025,,,,,,,,,Dell,,,,Completed,,1,,,2025,,28 Mar 2025,,,,,,02_Feb,,,,,,,,"$25,000.00",30,33,Invoice Raised,Between 31 to 45 Days,AMENDMENT NO. 3 - Celonis Consulting Services Dell Digital FY'26_Q1,,,CCS-25-002-FEB,,,,,Realised,,,,,24 Feb 2025,,Dell - Process Mining,,,,,
24 Feb 2025,,,,,,,,,Dell,,,,Completed,,4,,,2025,,28 Feb 2025,,,,,,01_Jan,,,,,,,,"$50,000.00",30,36,Invoice Raised,Between 31 to 45 Days,Dell Global Professional Services (GPS) Transformation Blueprint-SKU Cost Update Refresh,,,GPSCO225001JAN,,,,,Realised,,,,,24 Jan 2025,,Dell - SKU Cost Refresh (GPS),,,,,
27 Mar 2025,,,,,,,,,Dell,,,,"Completed, Ongoing, On Hold, Ongoing, Ongoing, Ongoing, Ongoing",,1,,,2025,,28 Mar 2025,,,,,,02_Feb,,,,,,,,"$247,777.00",30,33,Invoice Raised,Between 31 to 45 Days,AMENDMENT NO. 9 TO Dell_Aligned Automation Tech Direct SOW Phase 2-SRU,,,SRU-25-002-FEB,,,,,Realised,,,,,24 Feb 2025,,Dell - SRU Enhancements & Operationalization | Dell – Fraud Prevention | Dell - Digitization & Automation | Dell - 4 NOs | Dell - Intelligent Coaching | Dell - Skan AI | Dell - NLPe (AI + Dev),,,,,
22 Jun 2025,,,,,,,,,Dell,,,,"Completed, Ongoing, On Hold, Ongoing, Ongoing, Ongoing, Ongoing",,3,,,2025,,25 Jun 2025,,,,,,05_May,,,,,,,,"$247,777.00",30,35,Invoice Raised,Between 31 to 45 Days,AMENDMENT NO. 9 TO Dell_Aligned Automation Tech Direct SOW Phase 2-SRU,,,SRU-25-005-MAY,,,,,Realised,,,,,22 May 2025,,Dell - SRU Enhancements & Operationalization | Dell – Fraud Prevention | Dell - Digitization & Automation | Dell - NLPe (AI + Dev) | Dell - 4 NOs | Dell - Intelligent Coaching | Dell - Skan AI,,,,,
24 May 2025,,,,,,,,,Dell,,,,"Completed, Ongoing, On Hold, Ongoing, Ongoing, Ongoing, Ongoing",,3,,,2025,,27 May 2025,,,,,,04_Apr,,,,,,,,"$247,777.00",30,35,Invoice Raised,Between 31 to 45 Days,AMENDMENT NO. 9 TO Dell_Aligned Automation Tech Direct SOW Phase 2-SRU,,,SRU-25-004-APR,,,,,Realised,,,,,23 Apr 2025,,Dell - SRU Enhancements & Operationalization | Dell – Fraud Prevention | Dell - Digitization & Automation | Dell - NLPe (AI + Dev) | Dell - 4 NOs | Dell - Intelligent Coaching | Dell - Skan AI,,,,,
25 Apr 2025,,,,,,,,,Dell,,,,"Completed, Ongoing, On Hold, Ongoing, Ongoing, Ongoing, Ongoing",,3,,,2025,,28 Apr 2025,,,,,,03_Mar,,,,,,,,"$247,777.00",30,35,Invoice Raised,Between 31 to 45 Days,AMENDMENT NO. 9 TO Dell_Aligned Automation Tech Direct SOW Phase 2-SRU,,,SRU-25-003-MAR,,,,,Realised,,,,,25 Mar 2025,,Dell - SRU Enhancements & Operationalization | Dell – Fraud Prevention | Dell - Digitization & Automation | Dell - NLPe (AI + Dev) | Dell - 4 NOs | Dell - Intelligent Coaching | Dell - Skan AI,,,,,
23 Nov 2025,,,,,,,,,Dell,,,,"Completed, Ongoing, On Hold, Ongoing, Ongoing, Ongoing, Ongoing, Ongoing",,3,,,2025,,26 Nov 2025,,,,,,10_Oct,,,,,,,,"$247,777.00",30,35,Invoice Raised,Between 31 to 45 Days,AMENDMENT NO. 9 TO Dell_Aligned Automation Tech Direct SOW Phase 2-SRU,,,SRU-25-010-OCT,,,,,Realised,,,,,23 Oct 2025,,Dell - SRU Enhancements & Operationalization | Dell – Fraud Prevention | Dell - Digitization & Automation | Dell - NLPe (AI + Dev) | Dell - 4 NOs | Dell - Intelligent Coaching | Dell - Skan AI | Dell - Cash Register,,,,,
24 Sep 2025,,,,,,,,,Dell,,,,"Completed, Ongoing, On Hold, Ongoing, Ongoing, Ongoing, Ongoing, Ongoing",,1,,,2025,,25 Sep 2025,,,,,,08_Aug,,,,,,,,"$247,777.00",30,33,Invoice Raised,Between 31 to 45 Days,AMENDMENT NO. 9 TO Dell_Aligned Automation Tech Direct SOW Phase 2-SRU,,,SRU-25-008-AUG,,,,,Realised,,,,,24 Aug 2025,,Dell - SRU Enhancements & Operationalization | Dell – Fraud Prevention | Dell - Digitization & Automation | Dell - NLPe (AI + Dev) | Dell - 4 NOs | Dell - Intelligent Coaching | Dell - Skan AI | Dell - Cash Register,,,,,
27 Jul 2025,,,,,,,,,Dell,,,,"Completed, Ongoing, On Hold, Ongoing, Ongoing, Ongoing, Ongoing, Ongoing",,0,,,2025,,25 Jul 2025,,,,,,06_Jun,,,,,,,,"$247,777.00",30,30,Invoice Raised,Between 16 to 30 Days,AMENDMENT NO. 9 TO Dell_Aligned Automation Tech Direct SOW Phase 2-SRU,,,SRU-25-006-JUN,,,,,Realised,,,,,26 Jun 2025,,Dell - SRU Enhancements & Operationalization | Dell – Fraud Prevention | Dell - Digitization & Automation | Dell - NLPe (AI + Dev) | Dell - 4 NOs | Dell - Intelligent Coaching | Dell - Skan AI | Dell - Cash Register,,,,,
23 Aug 2025,,,,,,,,,Dell,,,,"Completed, Ongoing, On Hold, Ongoing, Ongoing, Ongoing, Ongoing, Ongoing",,3,,,2025,,26 Aug 2025,,,,,,07_Jul,,,,,,,,"$247,777.00",30,35,Invoice Raised,Between 31 to 45 Days,AMENDMENT NO. 9 TO Dell_Aligned Automation Tech Direct SOW Phase 2-SRU,,,SRU-25-007-JUL,,,,,Realised,,,,,23 Jul 2025,,Dell - SRU Enhancements & Operationalization | Dell – Fraud Prevention | Dell - Digitization & Automation | Dell - NLPe (AI + Dev) | Dell - 4 NOs | Dell - Intelligent Coaching | Dell - Skan AI | Dell - Cash Register,,,,,
22 Jan 2026,,,,,,,,,Dell,,,,"Completed, Ongoing, On Hold, Ongoing, Ongoing, Ongoing, Ongoing, Ongoing",,1,,,2025,,23 Jan 2026,,,,,,12_Dec,,,,,,,,"$247,777.00",30,33,Invoice Raised,Between 31 to 45 Days,AMENDMENT NO. 9 TO Dell_Aligned Automation Tech Direct SOW Phase 2-SRU,,,SRU-25-012-DEC,,,,,Realised,,,,,22 Dec 2025,,Dell - SRU Enhancements & Operationalization | Dell – Fraud Prevention | Dell - Digitization & Automation | Dell - NLPe (AI + Dev) | Dell - 4 NOs | Dell - Intelligent Coaching | Dell - Skan AI | Dell - Cash Register,,,,,
21 Dec 2025,,,,,,,,,Dell,,,,"Completed, Ongoing, On Hold, Ongoing, Ongoing, Ongoing, Ongoing, Ongoing",,3,,,2025,,24 Dec 2025,,,,,,11_Nov,,,,,,,,"$247,777.00",30,35,Invoice Raised,Between 31 to 45 Days,AMENDMENT NO. 9 TO Dell_Aligned Automation Tech Direct SOW Phase 2-SRU,,,SRU-25-011-NOV,,,,,Realised,,,,,20 Nov 2025,,Dell - SRU Enhancements & Operationalization | Dell – Fraud Prevention | Dell - Digitization & Automation | Dell - NLPe (AI + Dev) | Dell - 4 NOs | Dell - Intelligent Coaching | Dell - Skan AI | Dell - Cash Register,,,,,
25 Oct 2025,,,,,,,,,Dell,,,,"Completed, Ongoing, On Hold, Ongoing, Ongoing, Ongoing, Ongoing, Ongoing",,3,,,2025,,28 Oct 2025,,,,,,09_Sep,,,,,,,,"$247,777.00",30,35,Invoice Raised,Between 31 to 45 Days,AMENDMENT NO. 9 TO Dell_Aligned Automation Tech Direct SOW Phase 2-SRU,,,SRU-25-009-SEPT,,,,,Realised,,,,,24 Sep 2025,,Dell - SRU Enhancements & Operationalization | Dell – Fraud Prevention | Dell - Digitization & Automation | Dell - NLPe (AI + Dev) | Dell - 4 NOs | Dell - Intelligent Coaching | Dell - Skan AI | Dell - Cash Register,,,,,
23 Feb 2026,,,,,,,,,Dell,,,,,,0,,,2026,,23 Feb 2026,,,,,,01_Jan,,,,,,,,"$247,777.00",30,32,Invoice Raised,Between 31 to 45 Days,AMENDMENT NO. 9 TO Dell_Aligned Automation Tech Direct SOW Phase 2-SRU,,,SRU-26-001-JAN,,,,,Realised,,,,,23 Jan 2026,PO676042,Dell - SRU Enhancements & Operationalization | Dell – Fraud Prevention | Dell - Digitization & Automation | Dell - NLPe (AI + Dev) | Dell - 4 NOs | Dell - Intelligent Coaching | Dell - Skan AI | Dell - Cash Register,,,,,
06 Feb 2025,,,,,,,,,Dell,,,,"Completed, Completed",,1,,,2025,,07 Feb 2025,,,,,,01_Jan,,,,,,,,"$247,777.00",30,33,Invoice Raised,Between 31 to 45 Days,AMENDMENT NO. 7 TO Dell_Aligned Automation TechDirect SOW Phase 2 (SRU),,,SRU-24-009-JAN,,,,,Realised,,,,,06 Jan 2025,,Dell - SRU Intelligence | Dell - NLPe (SRU Extension) |  Dell - Offer Lifecycle Process - Discovery & Optimization,,,,,
27 Mar 2025,,,,,,,,,Dell,,,,"Ongoing, Ongoing, Ongoing, Completed",,1,,,2025,,28 Mar 2025,,,,,,02_Feb,,,,,,,,"$175,000.00",30,33,Invoice Raised,Between 31 to 45 Days,Managed Services - TechDirect SOW Phase 2 - AMENDMENT NO. 1,,,MSTD-25-002-FEB,,,,,Realised,,,,,24 Feb 2025,,Dell - Telemetry Intelligence | Dell - Personalization AI/GenAI | Dell - Knowledge Graphs | Dell - Customer MDR Insights / New priorities,,,,,
25 Oct 2025,,,,,,,,,Dell,,,,"Ongoing, Ongoing, Ongoing, Ongoing",,3,,,2025,,28 Oct 2025,,,,,,09_Sep,,,,,,,,"$175,000.00",30,35,Invoice Raised,Between 31 to 45 Days,Managed Services - TechDirect SOW Phase 2 - AMENDMENT NO. 1,,,MSTD-25-009-SEPT,,,,,Realised,,,,,24 Sep 2025,,Dell - Telemetry Intelligence | Dell - Personalization AI/GenAI | Dell - Knowledge Graphs | Dell -MMPD,,,,,
24 May 2025,,,,,,,,,Dell,,,,"Ongoing, Ongoing, Ongoing, Ongoing",,3,,,2025,,27 May 2025,,,,,,04_Apr,,,,,,,,"$175,000.00",30,35,Invoice Raised,Between 31 to 45 Days,Managed Services - TechDirect SOW Phase 2 - AMENDMENT NO. 1,,,MSTD-25-004-APR,,,,,Realised,,,,,23 Apr 2025,,Dell - Telemetry Intelligence | Dell - Personalization AI/GenAI | Dell - Knowledge Graphs | Dell -MMPD,,,,,
27 Mar 2026,,,,,,,,,Dell,,,,,,0,,,2026,,27 Mar 2026,,,,,,02_Feb,,,,,,,,"$175,000.00",30,32,Invoice Raised,Between 31 to 45 Days,Managed Services - TechDirect SOW Phase 2 - AMENDMENT NO. 1,,,MSTD-26-002-FEB,,,,,Realised,,,,,24 Feb 2026,PO762392,Dell - Telemetry Intelligence | Dell - Personalization AI/GenAI | Dell - Knowledge Graphs | Dell -MMPD,,,,,
27 Jul 2025,,,,,,,,,Dell,,,,"Ongoing, Ongoing, Ongoing, Ongoing",,0,,,2025,,25 Jul 2025,,,,,,06_Jun,,,,,,,,"$175,000.00",30,30,Invoice Raised,Between 16 to 30 Days,Managed Services - TechDirect SOW Phase 2 - AMENDMENT NO. 1,,,MSTD-25-006-JUN,,,,,Realised,,,,,26 Jun 2025,,Dell - Telemetry Intelligence | Dell - Personalization AI/GenAI | Dell - Knowledge Graphs | Dell -MMPD,,,,,
